"","Order","Family","Genus_V_1.2","Species_V_1.2","TaxonID","Bin.","Synonyms.","Mass_g","WoS.Hits","Animal","Vertebrate","Mammal","Bird","Herptile","Fish","Invertebrate","Plant","Seed","Fruit","Nectar","Root","Leaf","Woody","Herbaceous","Other","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8"
"79","CARNIVORA","Mustelidae","Mustela","itatsi",4240,"Mustela_itatsi","","565",3,1,1,"1",0,1,0,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"80","CARNIVORA","Canidae","Vulpes","ferrilata",453,"Vulpes_ferrilata","","5000",3,1,1,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"81","CARNIVORA","Felidae","Felis","chaus",2426,"Felis_chaus","","7393",3,1,1,"1",1,1,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"82","CARNIVORA","Viverridae","Genetta","maculata",6826,"Genetta_maculata","","2225",3,1,1,"1",1,1,0,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"83","CARNIVORA","Herpestidae","Herpestes","urva",2619,"Herpestes_urva","","1863.2",3,1,1,"1",1,1,1,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"84","CARNIVORA","Mustelidae","Mustela","frenata",4239,"Mustela_frenata","","147",2,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"85","CARNIVORA","Felidae","Neofelis","diardi",2446,"Neofelis_diardi","","20500",3,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"86","CARNIVORA","Mustelidae","Mellivora","capensis",4227,"Mellivora_capensis","","8500",2,1,1,"1",1,1,0,1,1,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"87","CARNIVORA","Felidae","Leptailurus","serval",2439,"Leptailurus_serval","","12000",3,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"89","CARNIVORA","Felidae","Catopuma","temminckii",2459,"Catopuma_temminckii","","11500",3,1,1,"1",1,1,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"91","CARNIVORA","Viverridae","Genetta","tigrina",6832,"Genetta_tigrina","","2225",2,1,1,"1",1,1,0,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"92","CARNIVORA","Felidae","Leopardus","guttulus",NA,"Leopardus_guttulus","","2250?",2,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,""
"93","CARNIVORA","Mustelidae","Meles","leucurus",4224,"Meles_leucurus","","6250",3,1,1,"1",1,0,0,1,1,1,1,0,1,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"94","CARNIVORA","Felidae","Felis","margarita",2427,"Felis_margarita","","2525",2,1,1,"1",2,2,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"95","CARNIVORA","Mephitidae","Spilogale","gracilis",3175,"Spilogale_gracilis","","521.8",3,1,1,"1",0,0,0,1,1,0,1,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"96","CARNIVORA","Felidae","Leopardus","guigna",2433,"Leopardus_guigna","","2230",3,1,1,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"97","CARNIVORA","Felidae","Leopardus","jacobita",2434,"Leopardus_jacobita","","9170",1,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"98","CARNIVORA","Felidae","Otocolobus","manul",2449,"Otocolobus_manul","","3500",1,1,1,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"99","CARNIVORA","Felidae","Felis","nigripes",2428,"Felis_nigripes","","1300",1,1,1,"1",1,1,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"104","CARNIVORA","Canidae","Vulpes","corsac",452,"Vulpes_corsac","","2400",1,1,1,"1",2,0,0,2,2,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"105","CARNIVORA","Canidae","Vulpes","zerda",459,"Vulpes_zerda","","1100",3,1,1,"1",1,1,0,1,1,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"106","CARNIVORA","Felidae","Caracal","aurata",2423,"Caracal_aurata","","10650",1,1,1,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"107","CARNIVORA","Mustelidae","Galictis","vittata",4194,"Galictis_vittata","","3200",1,1,1,"1",1,1,0,0,1,0,1,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"108","CARNIVORA","Eupleridae","Galidictis","grandidieri",2414,"Galidictis_grandidieri","","1400",1,1,1,"1",0,0,0,2,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"109","CARNIVORA","Viverridae","Genetta","cristata",6823,"Genetta_cristata","","2500",1,1,1,"1",1,1,0,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"110","CARNIVORA","Mustelidae","Ictonyx","striatus",4199,"Ictonyx_striatus","Puma yagouaroundi","1300",1,1,1,"1",3,2,0,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"111","CARNIVORA","Mephitidae","Spilogale","pygmaea",3177,"Spilogale_pygmaea","","235",1,1,1,"1",1,0,0,1,2,2,2,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"112","CARNIVORA","Mustelidae","Vormela","peregusna",4261,"Vormela_peregusna","","450.4",1,1,1,"1",1,1,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"113","CARNIVORA","Canidae","Vulpes","rueppellii",456,"Vulpes_rueppellii","","2865",1,1,1,"1",0,2,0,2,2,0,0,0,0,2,0,2,0,"",NA,"",NA,NA,NA,NA,NA,""
"114","CARNIVORA","Eupleridae","Galidia","elegans",2411,"Galidia_elegans","","800",1,1,1,"1",1,1,2,2,2,0,2,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"115","CARNIVORA","Eupleridae","Galidictis","fasciata",2413,"Galidictis_fasciata","","550",1,1,1,"1",0,0,0,2,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"116","CARNIVORA","Felidae","Herpailurus","yagouaroundi",2467,"Herpailurus_yagouaroundi","","7874.9",2,1,1,"1",1,1,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"117","CARNIVORA","Herpestidae","Herpestes","fuscus",2610,"Herpestes_fuscus","","2700",1,1,1,"1",1,1,1,1,1,0,1,0,0,0,0,0,1,"",NA,"",NA,NA,NA,NA,NA,""
"118","CARNIVORA","Viverridae","Viverra","zibetha",6851,"Viverra_zibetha","","9500",1,1,1,"1",1,1,2,1,2,0,2,0,2,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"119","CARNIVORA","Mustelidae","Mustela","eversmanii",4237,"Mustela_eversmanii","","1350",0,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"121","CARNIVORA","Canidae","Lycalopex","fulvipes",438,"Lycalopex_fulvipes","","2837.5",0,1,1,"1",1,1,0,1,1,0,1,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"122","CARNIVORA","Mustelidae","Mustela","altaica",4235,"Mustela_altaica","Pseudolopex sechurae","171",0,1,1,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"123","CARNIVORA","Canidae","Vulpes","pallida",455,"Vulpes_pallida","","2800",0,1,1,"1",1,1,0,0,1,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"124","CARNIVORA","Viverridae","Arctogalidia","trivirgata",6810,"Arctogalidia_trivirgata","","2250",0,1,1,"1",1,1,0,1,1,0,1,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"126","CARNIVORA","Herpestidae","Bdeogale","jacksoni",2591,"Bdeogale_jacksoni","","2500",0,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"128","CARNIVORA","Felidae","Catopuma","badia",2457,"Catopuma_badia","","2500",0,1,1,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"130","CARNIVORA","Viverridae","Cynogale","bennettii",6816,"Cynogale_bennettii","","4500",0,1,1,"1",1,0,1,1,1,0,1,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"131","CARNIVORA","Felidae","Felis","bieti",NA,"Felis_bieti","","5500?",0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,""
"132","CARNIVORA","Viverridae","Genetta","pardina",6827,"Genetta_pardina","","3100",0,1,1,"1",1,1,0,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"133","CARNIVORA","Viverridae","Genetta","victoriae",6833,"Genetta_victoriae","","3000",0,1,1,"1",1,1,0,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"134","CARNIVORA","Viverridae","Genetta","poensis",6829,"Genetta_poensis","Galerella flavescens","2250",0,1,1,"1",1,1,0,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"135","CARNIVORA","Viverridae","Genetta","johnstoni",6825,"Genetta_johnstoni","","2225",0,1,1,"1",1,1,0,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"136","CARNIVORA","Viverridae","Genetta","bourloni",6822,"Genetta_bourloni","","1750",0,1,1,"1",1,1,0,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"137","CARNIVORA","Viverridae","Genetta","abyssinica",6820,"Genetta_abyssinica","","1650",0,1,1,"1",1,1,0,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"138","CARNIVORA","Viverridae","Genetta","angolensis",6821,"Genetta_angolensis","","1650",0,1,1,"1",1,1,0,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"139","CARNIVORA","Viverridae","Genetta","thierryi",6831,"Genetta_thierryi","","1400",0,1,1,"1",1,1,0,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"140","CARNIVORA","Viverridae","Genetta","servalina",6830,"Genetta_servalina","","1055",0,1,1,"1",1,1,0,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"141","CARNIVORA","Herpestidae","Herpestes","semitorquatus",2617,"Herpestes_semitorquatus","","1853.5 (as brachyurus)",0,1,1,"1",1,1,1,1,1,0,1,0,0,0,0,0,1,"",NA,"",NA,NA,NA,NA,NA,""
"142","CARNIVORA","Herpestidae","Herpestes","vitticollis",2620,"Herpestes_vitticollis","","2575.6",0,1,1,"1",1,1,1,1,1,0,0,0,1,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"143","CARNIVORA","Herpestidae","Herpestes","brachyurus",2607,"Herpestes_brachyurus","","1853.5",0,1,1,"1",1,1,1,1,1,0,1,0,0,0,0,0,1,"",NA,"",NA,NA,NA,NA,NA,""
"144","CARNIVORA","Herpestidae","Herpestes","flavescens",2609,"Herpestes_flavescens","","750",0,1,1,"1",1,1,1,1,1,0,1,0,0,0,0,0,1,"",NA,"",NA,NA,NA,NA,NA,""
"145","CARNIVORA","Herpestidae","Herpestes","ochraceus",2614,"Herpestes_ochraceus","","498",0,1,1,"1",1,1,1,1,1,0,1,0,0,0,0,0,1,"",NA,"",NA,NA,NA,NA,NA,""
"146","CARNIVORA","Mustelidae","Ictonyx","libycus",4198,"Ictonyx_libycus","","2062.5",0,1,1,"1",1,1,0,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"148","CARNIVORA","Canidae","Lycalopex","sechurae",441,"Lycalopex_sechurae","","4000",1,1,1,"1",1,1,0,1,1,0,1,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"149","CARNIVORA","Viverridae","Macrogalidia","musschenbroekii",6837,"Macrogalidia_musschenbroekii","","4000",0,1,1,"1",2,0,0,0,1,0,1,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"150","CARNIVORA","Mustelidae","Melogale","everetti",4229,"Melogale_everetti","","1500",0,1,1,"1",1,1,0,2,2,0,2,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"152","CARNIVORA","Mustelidae","Mustela","russelliana",NA,"Mustela_russelliana","","137.5?",0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,""
"153","CARNIVORA","Mustelidae","Mustela","tonkinensis",NA,"Mustela_tonkinensis","","137.5?",0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,""
"154","CARNIVORA","Mustelidae","Mustela","strigidorsa",4249,"Mustela_strigidorsa","","1500",0,1,1,"1",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"155","CARNIVORA","Mustelidae","Mustela","lutreolina",4243,"Mustela_lutreolina","","706.6",0,1,1,"1",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"156","CARNIVORA","Mustelidae","Mustela","africana",4234,"Mustela_africana","","537",0,1,1,"1",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"157","CARNIVORA","Mustelidae","Mustela","nudipes",4246,"Mustela_nudipes","","500",0,1,1,"1",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"158","CARNIVORA","Mustelidae","Mustela","felipei",4238,"Mustela_felipei","","211.3",0,1,1,"1",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"159","CARNIVORA","Mustelidae","Mustela","kathiah",4241,"Mustela_kathiah","","208.1",0,1,1,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"160","CARNIVORA","Mustelidae","Mustela","subpalmata",4250,"Mustela_subpalmata","","87.5",0,1,1,"1",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"161","CARNIVORA","Herpestidae","Paracynictis","selousi",2629,"Paracynictis_selousi","","1640",0,1,1,"1",0,1,0,1,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"162","CARNIVORA","Viverridae","Paradoxurus","zeylonensis",6843,"Paradoxurus_zeylonensis","","2780.8",0,1,1,"1",0,0,0,1,1,1,1,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"163","CARNIVORA","Mustelidae","Poecilogale","albinucha",4255,"Poecilogale_albinucha","","340",0,1,1,"1",1,2,0,2,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"164","CARNIVORA","Felidae","Prionailurus","rubiginosus",2463,"Prionailurus_rubiginosus","","1384.4",0,1,1,"1",0,3,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"165","CARNIVORA","Prionodontidae","Prionodon","linsang",4949,"Prionodon_linsang","","700",0,1,1,"1",1,1,0,0,0,0,0,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"166","CARNIVORA","Mephitidae","Spilogale","angustifrons",3174,"Spilogale_angustifrons","","386.5",0,1,1,"1",1,0,0,0,1,1,1,0,0,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"169","CARNIVORA","Viverridae","Viverra","civettina",6848,"Viverra_civettina","","12793.8",0,1,1,"1",1,1,0,1,2,0,2,0,2,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"170","CARNIVORA","Viverridae","Viverra","megaspila",6849,"Viverra_megaspila","","9250",0,1,1,"1",1,1,0,1,2,0,2,0,2,0,0,0,0,"",NA,"",NA,NA,NA,NA,NA,""
"171","RODENTIA","Cricetidae","Rheomys","thomasi",NA,"Rheomys_thomasi","","",0,1,1,"1",1,1,3,1,0,0,0,0,0,0,0,0,0,"",0,"Carnivore",1,1,0,0,0,"IUCN"
"172","DASYUROMORPHIA","Dasyuridae","Dasycercus","blythi",NA,"Dasycercus_blythi","","",0,1,1,"1",0,1,0,1,0,0,0,0,0,0,0,0,0,"Not mentioned",0,"Carnivore",1,1,0,0,0,"IUCN"
"173","DASYUROMORPHIA","Dasyuridae","Dasycercus","cristicauda",NA,"Dasycercus_cristicauda","","",4,1,1,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",1,1,0,0,0,"Extrapolated"
"174","DASYUROMORPHIA","Dasyuridae","Dasykaluta","rosamondae",NA,"Dasykaluta_rosamondae","","",1,1,1,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",1,1,0,0,0,"Extrapolated"
"175","DASYUROMORPHIA","Dasyuridae","Dasyurus","albopunctatus",NA,"Dasyurus_albopunctatus","","",0,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"Carnivore",1,0,0,0,0,"IUCN"
"176","DASYUROMORPHIA","Dasyuridae","Dasyurus","maculatus",NA,"Dasyurus_maculatus","","",23,1,1,"1",0,0,0,1,2,0,0,0,0,2,0,0,0,"",1,"Omnivore",1,1,0,0,0,"Extrapolated"
"177","DASYUROMORPHIA","Dasyuridae","Dasyurus","spartacus",NA,"Dasyurus_spartacus","","",0,1,1,"1",0,0,0,1,2,0,0,0,0,2,0,0,0,"",1,"Omnivore",1,1,0,0,0,"Extrapolated"
"178","DASYUROMORPHIA","Dasyuridae","Dasyurus","viverrinus",NA,"Dasyurus_viverrinus","","",5,1,1,"1",0,0,0,1,2,0,0,0,0,2,0,0,0,"",1,"Omnivore",1,1,0,0,0,"Extrapolated"
"179","DASYUROMORPHIA","Dasyuridae","Myoictis","leucura",NA,"Myoictis_leucura","","",0,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,"Not mentioned",1,"Carnivore",1,0,0,0,0,"Extrapolated"
"180","DASYUROMORPHIA","Dasyuridae","Myoictis","melas",NA,"Myoictis_melas","","",0,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",1,0,0,0,0,"Extrapolated"
"181","DASYUROMORPHIA","Dasyuridae","Myoictis","wallacei",NA,"Myoictis_wallacei","","",0,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,"Not mentioned",1,"Carnivore",1,0,0,0,0,"Extrapolated"
"182","DASYUROMORPHIA","Dasyuridae","Myoictis","wavicus",NA,"Myoictis_wavicus","","",0,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,"Not mentioned",1,"Carnivore",1,0,0,0,0,"Extrapolated"
"183","DASYUROMORPHIA","Dasyuridae","Phascogale","calura",NA,"Phascogale_calura","","",0,1,1,"1",1,1,0,1,2,0,0,2,0,0,0,0,0,"",1,"Omnivore",1,1,0,0,0,"Extrapolated"
"184","DASYUROMORPHIA","Dasyuridae","Phascogale","tapoatafa",NA,"Phascogale_tapoatafa","","",3,1,1,"1",1,1,0,1,2,0,0,2,0,0,0,0,0,"",1,"Omnivore",1,1,0,0,0,"Extrapolated"
"185","DASYUROMORPHIA","Dasyuridae","Planigale","gilesi",NA,"Planigale_gilesi","","",1,1,1,"1",0,1,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",1,1,0,0,0,"Extrapolated"
"186","DASYUROMORPHIA","Dasyuridae","Planigale","ingrami",NA,"Planigale_ingrami","","",0,1,1,"1",0,1,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",1,1,0,0,0,"Extrapolated"
